08/24/2019 21:47:31,644667440859294965,burbank,LevelSolved,PB028,322,86,9
08/24/2019 21:48:11,644667440859294965,burbank,LevelExited,PB028
08/24/2019 21:48:20,644667440859294965,burbank,StoryChoice,satellite,1,1,1
08/24/2019 21:49:21,644667440859294965,burbank,StoryChoice,bank,0,3,1
08/24/2019 21:49:26,644667440859294965,burbank,LevelStarted,PB025
08/24/2019 21:49:44,644667440859294965,burbank,LevelExited,PB025
